snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page,source_url,discount_text,review_summary,image_url,platforms,tags_raw
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,776,1361090,Restitched,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1361090/Restitched/,32,1,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=32,,,,win,
1bd3f20b-72d1-4e73-aa6b-20b34ce2b8b4,2026-05-26T14:23:55.485184+00:00,851,2494020,Samurai Unicorn,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2494020/Samurai_Unicorn/,35,1,https://store.steampowered.com/search/?filter=popularwishlist&ignore_preferences=1&page=35,,,,win,
